3397946800,399.328,-669.775,0.631131
3397946825,399.328,-669.775,0.631131
3397946853,399.328,-669.775,0.631131
3397947027,399.328,-669.775,0.631131
3397947141,399.328,-669.775,0.631131
3397947176,399.328,-669.775,0.631131
3397947249,399.328,-669.775,0.631131
3397947282,399.328,-669.775,0.631131
3397947314,399.328,-669.775,0.631131
3397947345,399.328,-669.775,0.631131
3397947377,399.328,-669.775,0.631131
3397947405,399.328,-669.775,0.631131
3397947439,399.328,-669.775,0.631131
3397947471,399.328,-669.775,0.631131
3397947505,399.328,-669.775,0.631131
3397947539,399.328,-669.775,0.631131
3397947569,399.328,-669.775,0.631131
3397947600,399.328,-669.775,0.631131
3397947647,399.328,-669.775,0.631131
3397947683,399.328,-669.775,0.631131
3397947755,399.328,-669.775,0.631131
3397947812,399.328,-669.775,0.631131
3397947844,399.328,-669.775,0.631131
3397947927,399.328,-669.775,0.631131
3397947989,399.328,-669.775,0.631131
3397948024,399.328,-669.775,0.631131
3397948058,399.328,-669.775,0.631131
3397948090,399.328,-669.775,0.631131
3397948123,399.328,-669.775,0.631131
3397948156,399.328,-669.775,0.631131
3397948189,399.328,-669.775,0.631131
3397948245,399.328,-669.775,0.631131
3397948278,399.328,-669.775,0.631131
3397948311,399.328,-669.775,0.631131
3397948345,399.328,-669.775,0.631131
3397948378,399.328,-669.775,0.631131
3397948409,399.328,-669.775,0.631131
3397948442,399.328,-669.775,0.631131
3397948477,399.328,-669.775,0.631131
3397948531,399.328,-669.775,0.631131
3397948566,399.328,-669.775,0.631131
3397948615,399.328,-669.775,0.631131
3397948648,399.328,-669.775,0.631131
3397948679,399.328,-669.775,0.631131
3397948711,399.328,-669.775,0.631131
3397948740,399.328,-669.775,0.631131
3397948774,399.328,-669.775,0.631131
3397948862,399.328,-669.775,0.631131
3397949031,399.328,-669.775,0.631131
3397949066,399.328,-669.775,0.631131
3397949099,399.328,-669.775,0.631131
3397949133,399.328,-669.775,0.631131
3397949173,399.328,-669.775,0.631131
3397949244,399.328,-669.775,0.631131
3397949278,399.328,-669.775,0.631131
3397949309,399.328,-669.775,0.631131
3397949343,399.328,-669.775,0.631131
3397949375,399.328,-669.775,0.631131
3397949408,399.328,-669.775,0.631131
3397949470,399.328,-669.775,0.631131
3397949501,399.328,-669.775,0.631131
3397949532,399.328,-669.775,0.631131
3397949563,399.328,-669.775,0.631131
3397949595,399.328,-669.775,0.631131
3397949623,399.328,-669.775,0.631131
3397949653,399.328,-669.775,0.631131
3397949682,399.328,-669.775,0.631131
3397949742,399.328,-669.775,0.631131
3397955072,380.305,-619.844,0.63309
3397955159,380.305,-619.844,0.63309
3397955191,380.305,-619.844,0.63309
3397955220,380.305,-619.844,0.63309
3397955787,352.959,-650.86,0.628589
3397955829,352.959,-650.86,0.628589
3397955858,352.959,-650.86,0.628589
3397955888,352.959,-650.86,0.628589
3397955918,352.959,-650.86,0.628589
3397955965,352.959,-650.86,0.628589
3397955999,352.959,-650.86,0.628589
3397956034,352.959,-650.86,0.628589
3397956067,352.959,-650.86,0.628589
3397956138,352.959,-650.86,0.628589
3397956170,352.959,-650.86,0.628589
3397956204,352.959,-650.86,0.628589
3397956239,352.959,-650.86,0.628589
3397956284,352.959,-650.86,0.628589
3397956317,352.959,-650.86,0.628589
3397956368,352.959,-650.86,0.628589
3397956402,352.959,-650.86,0.628589
3397956438,352.959,-650.86,0.628589
3397956473,352.959,-650.86,0.628589
3397956505,352.959,-650.86,0.628589
3397956536,352.959,-650.86,0.628589
3397956570,352.959,-650.86,0.628589
3397956605,352.959,-650.86,0.628589
3397956639,352.959,-650.86,0.628589
3397956676,352.959,-650.86,0.628589
3397956740,352.959,-650.86,0.628589
3397956775,352.959,-650.86,0.628589
3397956810,352.959,-650.86,0.628589
3397956845,352.959,-650.86,0.628589
3397956933,352.959,-650.86,0.628589
3397956970,352.959,-650.86,0.628589
3397957062,352.959,-650.86,0.628589
3397957096,352.959,-650.86,0.628589
3397957207,352.959,-650.86,0.628589
3397957240,352.959,-650.86,0.628589
3397957287,352.959,-650.86,0.628589
3397957320,352.959,-650.86,0.628589
3397957379,352.959,-650.86,0.628589
3397957410,352.959,-650.86,0.628589
3397957441,352.959,-650.86,0.628589
3397957593,352.959,-650.86,0.628589
3397957623,352.959,-650.86,0.628589
3397957660,352.959,-650.86,0.628589
3397957693,352.959,-650.86,0.628589
3397957791,352.959,-650.86,0.628589
3397957846,352.959,-650.86,0.628589
3397957874,352.959,-650.86,0.628589
3397957905,352.959,-650.86,0.628589
3397957935,352.959,-650.86,0.628589
3397957962,352.959,-650.86,0.628589
3397957997,352.959,-650.86,0.628589
3397958029,352.959,-650.86,0.628589
3397958063,352.959,-650.86,0.628589
3397958097,352.959,-650.86,0.628589
3397958243,352.959,-650.86,0.628589
3397958281,352.959,-650.86,0.628589
3397958314,352.959,-650.86,0.628589
3397958340,352.959,-650.86,0.628589
3397958370,352.959,-650.86,0.628589
3397958401,352.959,-650.86,0.628589
3397958454,352.959,-650.86,0.628589
3397958484,352.959,-650.86,0.628589
3397958519,352.959,-650.86,0.628589
3397958552,352.959,-650.86,0.628589
3397958583,352.959,-650.86,0.628589
3397958646,352.959,-650.86,0.628589
3397958677,352.959,-650.86,0.628589
3397958708,352.959,-650.86,0.628589
3397958738,352.959,-650.86,0.628589
3397958766,352.959,-650.86,0.628589
3397958794,352.959,-650.86,0.628589
3397958819,352.959,-650.86,0.628589
3397958848,352.959,-650.86,0.628589
3397958904,352.959,-650.86,0.628589
3397958931,352.959,-650.86,0.628589
3397958957,352.959,-650.86,0.628589
3397959033,352.959,-650.86,0.628589
